date,dem_goods_hdln_yoy,sup_goods_hdln_yoy,amb_goods_hdln_yoy,dem_goods_hdln_mom,sup_goods_hdln_mom,amb_goods_hdln_mom,dem_hous_hdln_yoy,sup_hous_hdln_yoy,amb_hous_hdln_yoy,dem_hous_hdln_mom,sup_hous_hdln_mom,amb_hous_hdln_mom,dem_serv_ex_hous_hdln_yoy,sup_serv_ex_hous_hdln_yoy,amb_serv_ex_hous_hdln_yoy,dem_serv_ex_hous_hdln_mom,sup_serv_ex_hous_hdln_mom,amb_serv_ex_hous_hdln_mom,dem_goods_core_yoy,sup_goods_core_yoy,amb_goods_core_yoy,dem_goods_core_mom,sup_goods_core_mom,amb_goods_core_mom,dem_hous_core_yoy,sup_hous_core_yoy,amb_hous_core_yoy,dem_hous_core_mom,sup_hous_core_mom,amb_hous_core_mom,dem_serv_ex_hous_core_yoy,sup_serv_ex_hous_core_yoy,amb_serv_ex_hous_core_yoy,dem_serv_ex_hous_core_mom,sup_serv_ex_hous_core_mom,amb_serv_ex_hous_core_mom
1972m4,.54124594,.60033798,.04850626,-.00010805954,.0002925836,.00013161149,.012987852,.46597719,.045311451,.00012959828,1.8147489e-06,0,.54795742,.96745491,.24653673,.00030415232,.00076807325,.000042670366,.34370422,.16366243,.11011362,.00024806269,.00037115332,.00024249897,.016486645,.59363842,.057792664,.0001644295,2.3024863e-06,0,.61814785,1.1745095,.29433966,.00039616332,.00086704281,.000054138578
1972m5,.52764416,.52444935,.049757957,.00040906348,.00021262743,.00010765661,.012987852,.38950443,.087845325,0,.000022328621,.00042636006,.50477982,.97072124,.21272898,.00030116184,.0006830846,.000029583724,.30263662,.14241338,.10728836,.00023912529,.00021425134,.000094070732,.016486645,.49561262,.11174679,0,.000028334154,.00054103439,.57258606,1.1723399,.25100708,.00038216275,.00081135251,.000037540623
1972m6,.47655106,.40434599,.035202503,-.000047850634,.000082300234,.000024083483,.012987852,.36461353,.088405609,0,.00038738403,5.5487731e-06,.54543018,.87412596,.18831491,.00066419964,.00032314341,.000089783112,.26396513,.12462139,.093233585,.00012133228,.000082703933,.000030571187,.016486645,.46334267,.11245012,0,.00049173919,7.0435249e-06,.62464476,1.0484099,.22950172,.00085066917,.00030008645,.00011396927
1972m7,.48351288,.46985149,.073230267,.00035621683,.0011768292,.0001530625,.012910366,.40564537,.057792664,0,.00045892788,0,.50699711,.87361336,.16103983,.0001551239,.0010340716,.00022456165,.26512146,.086480379,.095903873,.00032311099,.000082804894,.00018551829,.016391277,.51534176,.073325634,0,.00058165641,0,.59108734,1.0422587,.19437075,.00014174414,.0012666285,.00028461491
1972m8,.62801838,.41788816,.048959255,.0014612833,-.00023551323,-.00002024081,.012910366,.3891468,.070357323,0,.00034874349,.00012570077,.44032335,.85757971,.17772913,.00003335849,.00094815617,.0002675468,.30075312,.22389889,.073623657,.00040996386,-.00030661555,-.000025641057,.016391277,.49394369,.089251995,0,.00044178826,.00015923774,.50600767,1.026988,.21542311,.000042258536,.0010529081,.00033892828
1972m9,.65236092,.4617691,.27993917,.00057143124,.00059835881,.00168388,.012910366,.34687519,.11353493,0,.000070561611,.0004314605,.42405128,.88105202,.1619339,.00048742286,.00055586372,.000067447545,.34390688,.2586484,.167346,.00071959605,.00053291209,.00015487908,.016391277,.44001341,.1439929,0,.000089417001,.00054675492,.47923326,1.0617614,.19527674,.00051410141,.00070440088,.000085470732
1972m10,.68341494,.36314726,.29194355,.00047488601,-.00072845974,.000085278305,.012910366,.33767223,.11345148,0,.000078079873,0,.46223402,.88102818,.14806986,.00058285595,.00059685431,.000069175701,.39130449,.092995167,.18502474,.00048459624,-.0015151837,.00010817475,.016391277,.42831898,.14388561,0,.000099043602,0,.51783323,1.0557175,.177598,.00065084954,.00070012931,.000087748747
1972m11,.71663857,.41365623,.27910471,.00027703977,.00087416073,.000020785648,.012910366,.36426783,.11354685,0,.00062192901,1.0122848e-06,.43736696,.89969635,.14840364,.00027484057,.00079050381,.0001276463,.4026413,.099158287,.17361641,.000017037066,.00040067834,.00002638261,.016391277,.46198368,.14401674,0,.00078939635,1.2848634e-06,.49738884,1.07342,.17797947,.00034884713,.00089983817,.00016201774
1972m12,.66087246,.39411783,.28721094,.00086960016,.00047331292,.00010403462,.012755394,.39360523,.11354685,0,.0007399848,0,.3942728,.8975029,.15357733,.00036145467,.00055399968,.000068285939,.41271448,.080490112,.17725229,.00031993628,.00053781405,.000061524457,.016188622,.4991293,.14401674,0,.00093902298,0,.45053959,1.0657549,.18453598,.00040090742,.00065520045,.000086653221
1973m1,.67178011,.4386425,.27816296,.00029487885,.0020460449,.000079311918,.030088425,.42208433,.10004044,.00017335199,.00060803868,0,.34981966,.78520775,.12329817,-.00015222978,.000027424532,-.000043539199,.35796165,.0035464764,.16174316,.00021657294,-.000069202055,.000057948375,.038182735,.53528547,.12686253,.00021992656,.00077140081,0,.40239096,.89598894,.14032125,-.00019312942,-.00028451,-.00011299591
1973m2,.56086779,.69322586,.27033091,.00065639609,.0026927383,.0001191748,.03029108,.42262077,.097799301,0,.000435945,-.000022538352,.4237175,.72114468,.10982752,.00096727099,.00038825767,6.3494026e-06,.41165352,.022208691,.13768673,.00055624155,.00027362671,.00015086075,.038433075,.53611994,.12398958,0,.0005518531,-.000028530803,.50370693,.80413818,.12331009,.0012172958,.00038157342,8.0375648e-06
1973m3,.58370829,1.1453032,.28499365,.00061725639,.0039332905,.00035886432,.042927265,.37773848,.12223721,.00012641032,0,.0002544208,.42024851,.81861019,.10346174,.00021969101,.001498957,.000084737665,.44406652,.10715723,.12385845,.00078129052,.00046769288,.00015115782,.054430962,.47917366,.15497208,.0001600035,0,.0003220324,.49211979,.92747211,.12538433,.00016516531,.0018973006,.00010725646
1973m4,.65227747,1.4620066,.28668642,.00057583896,.0034476719,.00014829887,.029969215,.43054819,.12223721,0,.00052839308,0,.44807196,.91427565,.14433861,.00058215845,.0017197799,.00045099604,.49215555,.16419888,.11280775,.00072835741,.00094200124,.00013212701,.037992001,.54597855,.15497208,0,.00066788192,0,.51529408,1.0546446,.17704964,.00062695454,.0021317727,.00057005318
1973m5,.7838726,1.5140772,.2836585,.0017223622,.00072770263,.000077664154,.029969215,.49740076,.079452991,0,.00068988773,-1.1993758e-06,.44816732,.96902847,.15667677,.00030209788,.0012279965,.00015271653,.51734447,.17805099,.11191368,.00049099239,.00035280656,.000085287014,.037992001,.63061714,.10067225,0,.00087324966,-1.5181521e-06,.51497221,1.129365,.18854141,.00037912629,.0015543797,.00015238817
1973m6,.8358717,1.6167283,.41835308,.00047041423,.001099703,.0013669889,.031006336,.45809746,.078892708,.000010389069,-5.2903060e-06,0,.44058561,1.1090755,.19456148,.00058785704,.0017159103,.00046804585,.52546263,.21027327,.14131069,.00020215954,.00040448274,.00032383166,.039315224,.58070421,.09996891,.000013165433,-6.7040819e-06,0,.49967766,1.317966,.22602081,.0006979162,.0021744682,.00048780747
1973m7,.82149506,1.5516162,.41408539,.0002129738,.00053012144,.00011064323,.031006336,.46406984,.078892708,0,.00051829702,0,.46256781,1.1617541,.20813942,.00037467072,.0015630707,.00036027736,.51141977,.25478601,.13180971,.00018308841,.00052764738,.000090458729,.039315224,.58833361,.09996891,0,.00065754843,0,.52853823,1.3891935,.24328232,.00042991492,.0019808111,.00045707342
1973m8,.69918633,2.4005294,.42538643,.000241381,.0081553888,.000092229966,.091016293,.45294762,.066316128,.00059985212,.00023785618,0,.51332712,1.2326479,.20282269,.00054041669,.0016522552,.00021433634,.4925251,.31628609,.14613867,.00022112008,.00030752894,.00011757367,.11582375,.57444572,.084030628,.0007646844,.00030321622,0,.58807135,1.4915943,.23671389,.0006362304,.0020684591,.00027323345
1973m9,.66519976,2.3515701,.26425123,.00023254988,.00012024579,.000076773547,.091016293,.47498941,.023162365,0,.00029018646,0,.53056479,1.3445139,.29968023,.00065963942,.0016668789,.0010340478,.44884682,.29306412,.1404047,.00028386014,.00030104231,.000097766955,.11582375,.60260296,.029337406,0,.00036953678,0,.60517788,1.6267896,.36013126,.00068510766,.002045833,.0013168039
1973m10,.60946941,2.7101517,.27695894,-.000081404389,.0027969102,.00021206112,.091016293,.46919584,.064408779,0,.000020278741,.00041239976,.54684877,1.4946818,.2448082,.0007452268,.0020923945,-.00047784962,.38729906,.49234629,.15331507,-.00012992277,.00047233381,.00023717427,.11582375,.59523582,.081813335,0,.000025802092,.00052472571,.63499212,1.8007517,.29031038,.0009482053,.0024321948,-.00060800218
1973m11,.61589479,2.9338002,.4627943,.000341529,.0030672518,.0018741551,.091016293,.46083927,.064313412,0,.00053861167,0,.65140724,1.4808536,.27612448,.0013178835,.00065225677,.00044011744,.42462349,.53913593,.16440153,.00038988629,.00086758594,.00013703658,.11582375,.58490038,.081682205,0,.00068653235,0,.73810816,1.7939568,.33032894,.0013771891,.00083138811,.00056098838
1973m12,.55469275,3.2097936,.55583715,.00025832088,.003170901,.0010301663,.091016293,.46775341,.066161156,0,.00080884906,.00001839807,.69435835,1.6164303,.30004978,.00078955258,.0019019829,.00030666782,.40440559,.53845644,.18805265,.00011796717,.00053166796,.00029779054,.11582375,.59446096,.084030628,0,.0010339359,.000023517894,.79580545,1.9471407,.36095381,.00097602472,.002178221,.0003920075
1974m1,.6867528,3.4506798,.59958696,.0016125563,.0044017746,.00051424396,.077712536,.39600134,.066161156,.000040391231,-.00010720602,0,.81620216,1.8209696,.30350685,.0010625025,.0020512282,-8.8117222e-06,.45493841,.6108284,.22754669,.00072104938,.00065228611,.00045230897,.098967552,.50326586,.084030628,.000051663781,-.00013712551,0,.94527006,2.1721959,.37117004,.0012964811,.0019379671,-.000011270933
1974m2,1.2180805,3.3650398,.59407949,.0059570363,.0018600931,.000064549036,.081264973,.3937602,.068414211,.000035562487,.00041338074,0,.83227158,1.9455791,.35338402,.0011267809,.0016185987,.00050340273,.43518543,.78063011,.22075176,.00035900698,.0019657402,.000082695573,.10352135,.5010128,.086891651,.000045560093,.00052959361,0,.96802711,2.2696733,.43507814,.0014435505,.0013421777,.00064492336
1974m3,1.7068505,3.1339169,.58389902,.0054861209,.0016745197,.0002574893,.069272518,.39563179,.042963028,6.5427789e-06,.000018559067,0,1.019299,2.0040512,.34737587,.0020832096,.0020729019,.000025032532,.45315027,.91627836,.23877621,.00096069032,.0018166169,.000331213,.088357925,.50340891,.05466938,8.4160920e-06,.000023872855,0,1.1646867,2.3344517,.4275322,.0021227326,.0025312391,.000032199798
1974m4,1.7389655,3.0153036,.60452223,.00089373428,.0022474751,.00035353517,.082552433,.37002563,.042963028,.00013284433,.00027327557,0,1.0800958,2.0132184,.31818151,.0011869718,.0018152391,.00015991493,.46504736,1.0367036,.26972294,.00084652274,.0021400561,.00044105708,.10545254,.4716754,.05466938,.00017096857,.00035170137,0,1.2552738,2.3066163,.39095879,.0015276141,.0018637772,.00020580801
