date,dem_goods_hdln_yoy,sup_goods_hdln_yoy,dem_hous_hdln_yoy,sup_hous_hdln_yoy,dem_serv_ex_hous_hdln_yoy,sup_serv_ex_hous_hdln_yoy,dem_goods_hdln_mom,sup_goods_hdln_mom,dem_hous_hdln_mom,sup_hous_hdln_mom,dem_serv_ex_hous_hdln_mom,sup_serv_ex_hous_hdln_mom,dem_goods_core_yoy,sup_goods_core_yoy,dem_hous_core_yoy,sup_hous_core_yoy,dem_serv_ex_hous_core_yoy,sup_serv_ex_hous_core_yoy,dem_goods_core_mom,sup_goods_core_mom,dem_hous_core_mom,sup_hous_core_mom,dem_serv_ex_hous_core_mom,sup_serv_ex_hous_core_mom
1977m7,.90690851,1.7822623,.31847954,.82527399,1.3187051,1.6000986,.025881996,.13335642,.028611356,.047253717,.17087802,.1159322,.71883202,1.0534763,.40864944,1.056993,1.4034152,1.9244194,.031734079,.1662689,.036550906,.060366459,.17667751,.14810298
1977m8,.91402531,1.7430663,.41263103,.72282553,1.3437152,1.5273809,.083531424,.056121707,.095312126,.00053284114,.1148187,.11723822,.69012642,1.0931253,.52894354,.9256959,1.4238358,1.8147826,.040513642,.077997006,.12167881,.00068024371,.13121682,.11921069
1977m9,.86350441,1.5988231,.43940544,.74402094,1.2942672,1.5358806,.052861102,.012105139,.027970932,.090470262,.07636591,.11769573,.63523054,.95909834,.56308508,.95219612,1.3771772,1.8248677,.047460549,-.011831411,.035637453,.11526717,.087126486,.14995483
1977m10,.89049339,1.5009999,.44126511,.68328381,1.2985468,1.598084,.093877524,.11727483,.001849921,.042298187,.14501521,.063395396,.67945719,.87798834,.56544542,.87387562,1.4238954,1.8831015,.084220991,.099444062,.0023540971,.053826101,.18453756,.05987265
1977m11,1.0285854,1.4838696,.44126511,.69975853,1.2578487,1.6209483,.21600316,.065540798,0,.086198814,.11155158,.097137399,.697577,.90740919,.56544542,.89412928,1.3923407,1.9055486,.11526998,.062071718,0,.10981838,.12957175,.098953895
1977m12,1.1081815,1.4799595,.44306517,.6455183,1.1856794,1.583755,.18115887,.067653202,.0018029717,.070265323,.076266453,.086173192,.74521303,.93630552,.56773424,.82346201,1.3960481,1.8639207,.13085498,.080415249,.0022943162,.089413978,.097050518,.11687829
1978m1,1.040554,1.4805794,.36076307,.68904161,1.2530565,1.6227365,.033193905,.16760208,.01913771,.043954469,.10488994,.22014122,.71597099,.8210063,.46184063,.87881088,1.4870524,1.9513011,.043973316,.051419523,.024321083,.055859365,.13904639,.28376198
1978m2,1.0818243,1.1242151,.26656389,.70493221,1.2461782,1.6927481,.11126517,-.0096439226,0,.064317755,.07448706,.22447059,.63263178,.72917938,.34049749,.89831352,1.4784455,2.002883,-.0061500641,-.02269578,0,.081859678,.08089231,.25137696
1978m3,1.0550976,1.3448954,.22259951,.71489811,1.3746023,1.5496492,.072561383,.25208661,.044620726,.010170193,.18960568,.081172757,.66686869,.86661577,.28393269,.91102123,1.6659379,1.8043876,.08341147,.090345815,.056851085,.012957802,.24157581,.058411136
1978m4,1.1048198,1.4445066,.26732683,.63405037,1.4254093,1.5615702,.074841492,.29564077,.045910481,.016952481,.17010054,.1551996,.74481964,.93976259,.34083128,.80802441,1.7303944,1.7875195,.11265402,.083798796,.058341853,.021542773,.21615936,.15544894
1978m5,1.0586143,1.636374,.26801825,.64964294,1.4197946,1.6134381,.099415042,.27571422,.0025448669,.090269506,.099669382,.14871681,.85141659,.87362528,.34166574,.82710981,1.7122746,1.823175,.12068929,.072714478,.0032214259,.11426786,.11794478,.15920103
1978m6,1.2816548,1.5413284,.31154156,.58149099,1.4870882,1.5366673,.23439999,.10412757,.043562915,.01802934,.14966205,.10368484,.86869001,.85390806,.3968358,.73993206,1.791203,1.7398715,.062950239,.10284251,.055198286,.022844858,.18407653,.13129243
1978m7,1.3038039,1.5727043,.3421545,.53515434,1.3931155,1.6180754,.047906294,.16486116,.059274834,.0010878813,.077364922,.19724783,.87504387,.81549883,.43518543,.68067312,1.7093539,1.841414,.038010295,.12803054,.074994817,.0013763928,.095190093,.24955897
1978m8,1.2810946,1.6453981,.24672747,.59561729,1.3421297,1.6904116,.060820725,.12856241,0,.060922984,.064167045,.18925339,.90056658,.81726313,.31331778,.75716972,1.6426563,1.9698262,.065991454,.079781972,0,.077041753,.06506753,.24703033
1978m9,1.2651324,1.8197536,.30758381,.53662062,1.3354421,1.7313719,.036981151,.18528296,.08881034,.03162615,.069764912,.15837593,.87801218,.95309019,.38989782,.6816268,1.6436934,2.0057201,.025012247,.12355046,.11218052,.039948478,.088123351,.18553244
1978m10,1.4431238,1.7602444,.30573606,.58437586,1.3796449,1.8525481,.27099144,.058116693,0,.090074129,.1889963,.18388079,.92158318,.91907978,.38753748,.74181557,1.677978,2.1515369,.12764002,.065614447,0,.11406101,.21863861,.20481861
1978m11,1.319313,1.8754601,.30573606,.5882144,1.3382792,1.8928885,.092538625,.17994778,0,.089967698,.070259079,.13731587,.89741945,.92996359,.38753748,.745821,1.6359568,2.2266746,.091214314,.072855435,0,.11368709,.087503389,.17351829
1978m12,1.2354255,1.9469023,.303936,.58633089,1.2751579,1.9674659,.097806916,.13868642,0,.068219803,.013431167,.16027178,.86601973,.86907148,.38523674,.74304342,1.5380025,2.3050308,.09954185,.019737385,0,.086354658,-.00024122128,.19469199
1979m1,1.5450239,1.8901587,.34940243,.55812597,1.1888266,1.9506693,.34172791,.1106559,.064566694,.015892006,.019068969,.20341961,.87691545,.93593597,.44276714,.70707798,1.3862729,2.2668958,.054757256,.11809409,.081822678,.020139275,-.011620224,.24586436
1979m2,1.5288234,2.2250414,.40864944,.49381256,1.2350559,1.6500115,.095325433,.32180366,.059175003,.00016890315,.12043003,-.074237727,.96979141,1.0777116,.51816702,.6251812,1.4270782,1.9186735,.086424939,.11834169,.075285688,.00021488788,.12132354,-.094449349
1979m3,1.5276432,2.3585081,.40553808,.49821138,1.1351824,1.7577648,.071400844,.38266325,.041500162,.014577173,.089958049,.18843207,.9744525,1.0781288,.51431656,.63083172,1.2942553,2.0768881,.088118561,.090722404,.052998088,.018615885,.10910338,.21555179
1979m4,1.5918612,2.3968935,.35959482,.5397439,1.338625,1.7192125,.13877606,.33416241,0,.058463763,.37259564,.11717221,.90136528,1.1686921,.45592785,.68364143,1.5508771,2.0501494,.039771032,.17412928,0,.074334063,.47149047,.12916592
1979m5,1.6540527,2.4006605,.49932003,.4519701,1.4887571,1.7621398,.16120034,.279636,.14213304,.002686315,.24840401,.19117773,.8207202,1.1974573,.63383579,.57250261,1.7511368,2.1016002,.040262941,.10131415,.18087827,.0034186,.31611854,.21006685
1979m6,1.6696811,2.458024,.54237843,.43412447,1.4552355,1.8693686,.24997555,.16040491,.086550914,.0002109051,.11641496,.21030551,.78178644,1.1630297,.68898201,.54987669,1.6807914,2.2121668,.024053272,.068558455,.11024657,.00026864608,.11443457,.24138217
1979m7,1.9652367,2.3797035,.54479837,.45670271,1.4232874,1.8753529,.3413254,.086869635,.061731577,.023636624,.045421392,.20316727,.79933405,1.1074424,.69307089,.57882071,1.6438127,2.1713853,.055517111,.072691865,.079117037,.030293409,.058213424,.209234
1979m8,2.0265818,2.4347782,.54479837,.53777695,1.4624119,1.9007444,.12165274,.18441914,0,.14176419,.10298267,.21386251,.80624819,1.0871172,.69307089,.6829977,1.6819596,2.172327,.072876751,.059539884,0,.18086386,.10301162,.24715504
1979m9,2.2858024,2.3933768,.5562067,.54354668,1.505971,1.9428134,.29467884,.14469706,.10020487,.037447363,.11321124,.19982773,.84432364,1.0571361,.70919991,.6909132,1.7389297,2.1958351,.062961303,.093761712,.12830459,.04794845,.14495823,.20837159
1979m10,2.2314787,2.4758697,.5566597,.6477952,1.4410257,1.9025564,.21712843,.13975519,.00045672024,.19389911,.12475818,.14377613,.77105761,1.1272669,.70978403,.82643032,1.6795874,2.1218657,.054557506,.13544576,.00058628223,.24890424,.16014946,.13108991
1979m11,2.2287369,2.5819659,.55698156,.6051898,1.3852596,2.0253062,.08978226,.28540063,.00031654918,.047645763,.014920171,.25887099,.77623129,1.2136817,.71018934,.77351332,1.5839696,2.2826552,.096387856,.15901436,.00040663054,.061204471,-.0073628821,.33253878
1979m12,2.3761868,2.6081324,.55760145,.59756041,1.5146852,2.0947695,.24418359,.16438761,.00062180433,.060656313,.14219764,.2292946,.72544813,1.3708711,.71098804,.76501369,1.7477751,2.3423672,.048854422,.17614204,.00079921674,.077962689,.16260222,.25428933
1980m1,2.1886468,3.022778,.49289465,.66382885,1.6573191,2.0180821,.15578136,.519548,0,.08189559,.16022433,.12734541,.86450577,1.3686299,.62894821,.85070133,1.9529939,2.2486687,.19344583,.11579899,0,.10534001,.19124052,.15293235
1980m2,2.3756146,2.931118,.49448013,.68491697,1.7798066,2.3439646,.2817001,.23212978,.060762685,.021241495,.24222955,.24863718,.84828138,1.5292525,.63171387,.8777976,2.0621896,2.6668191,.070289128,.27819124,.078049645,.027284693,.22949155,.31937441
1980m3,2.6790738,2.8845668,.45291185,.76882839,1.926291,2.3374438,.37197381,.3371847,0,.098128781,.23560111,.18054831,.79468489,1.72019,.57860613,.98664761,2.2335887,2.6576281,.034588594,.2803978,0,.12689459,.27929842,.20477502
1980m4,2.6529074,2.6717782,.47348738,.71707964,1.6500473,2.3840785,.11274906,.12366846,.020563385,.006805406,.098845303,.16327654,.81993341,1.6815186,.60546398,.92103481,1.8662214,2.695024,.064950347,.13504669,.026807018,.008871723,.10796313,.16578992
1980m5,2.5588632,2.567482,.33131838,.85158348,1.5203357,2.4697065,.068031043,.17683341,0,.13663952,.11968677,.27583906,.84674358,1.6937017,.42452812,1.0963798,1.7045021,2.7735591,.066997394,.11345432,0,.17786591,.15579824,.28778237
1980m6,2.4078608,2.5354743,.24507046,1.0422587,1.4221668,2.4525404,.10076457,.12902345,.0003615694,.18996012,.019078404,.19359738,.9388566,1.724112,.31466484,1.3446212,1.5410423,2.7837396,.11601363,.098663092,.00047006435,.24696083,-.047620162,.25168952
1980m7,2.1037221,2.70468,.24456978,1.0186076,1.4796495,2.5734067,.039411392,.25351703,.061222084,0,.10256002,.32258049,.94541311,1.7277002,.31508207,1.3142943,1.5903115,2.9588461,.062072672,.07609535,.07954219,0,.10719153,.3822276
1980m8,2.0372868,2.8919101,.24476051,.97469091,1.538825,2.5103569,.055654276,.36648408,.00019529967,.098499641,.16207245,.15226866,.91453791,1.8575788,.31533241,1.2598515,1.6569138,2.9072285,.042118166,.18840849,.00025280757,.12750384,.16946176,.19710568
1980m9,1.7867446,3.0683875,.18504858,1.0555983,1.6344547,2.5059938,.045394983,.31669176,.040541641,.11765354,.20828021,.19661514,.90249777,1.9544244,.23949146,1.3655543,1.7783761,2.930069,.05093994,.18960369,.052535899,.15246138,.26571065,.23248538
1980m10,1.644516,3.0937552,.33960342,.86274147,1.6056657,2.6662827,.075218469,.16582082,.15490893,.0021441553,.096114434,.30226243,.94760656,1.8483996,.43907166,1.1175871,1.7278314,3.1801224,.099510282,.030302459,.20003763,.0027687992,.1097592,.37805295
1980m11,1.6251087,3.0559063,.3401041,.92375278,1.7717123,2.6141644,.070612393,.24665299,.00081999972,.10812806,.18010579,.20793998,.93257427,1.7891645,.43972731,1.1965156,1.9638062,3.0821323,.081427194,.10013168,.0010560738,.13925764,.22743154,.23686558
1980m12,1.4719486,3.05655,.33966303,.98487139,1.7845988,2.5011182,.091291569,.16612376,.0001788315,.12142175,.15506607,.11767446,.95510483,1.6850591,.4391551,1.2754083,1.9658804,2.9627442,.071291372,.072919592,.00023014149,.15625985,.16458602,.13631263
1981m1,1.5492797,2.6686072,.44164658,.90259314,1.8802166,2.6215672,.23226424,.13803679,.10190118,.00014009667,.25553539,.24692395,.79518557,1.6818762,.57063103,1.1693716,2.0539522,3.1294584,.033986848,.11306205,.13132519,.00018054964,.27911705,.31822336
1981m2,1.3755441,2.8938651,.40704012,.95500946,1.7196059,2.6572227,.10799584,.45258659,.026185257,.073580883,.08239489,.28400347,.82851648,1.4985204,.52634478,1.2372136,1.9303799,3.1110287,.10350888,.096002758,.033807229,.094998717,.10637829,.3014234
1981m3,1.0580063,2.8154254,.5056262,.85662603,1.5702844,2.6703238,.056435268,.25965896,.098534532,.00023035836,.086956777,.19404449,.82886219,1.2764096,.65319538,1.1098146,1.762104,3.1264067,.034926612,.059669882,.12671001,.00029622825,.11182164,.22076257
1981m4,.86497068,2.8671265,.58375597,.85003376,1.5591383,2.661562,-.079702422,.17485337,.098583393,.00024907754,.087792911,.15426992,.83310604,1.3323784,.75355768,1.1011839,1.7671824,3.1036615,.069105662,.19082484,.126994,.00032085879,.11309381,.14325424
1981m5,.83150864,2.7246594,.58375597,.86019039,1.4744163,2.5795102,.034286082,.036042698,0,.14676183,.035377264,.19472298,.9216547,1.3047457,.75355768,1.1123776,1.6177058,3.0662179,.1551275,.085861146,0,.18900037,.0070127514,.25076491
1981m6,.73682666,2.6793242,.58305264,.74517727,1.5300155,2.5495291,.0060584391,.083773293,-.00035250318,.075263306,.074444279,.162909,.86516142,1.2945771,.75262785,.96205473,1.7129779,3.025794,.059586693,.088532731,-.0004551294,.097175129,.047276333,.21033762
1981m7,.74612498,2.551353,.61684847,.74528456,1.5124202,2.4823427,.048828363,.12745616,.094957575,.00010135282,.084994398,.25630778,.86495876,1.2805939,.79609156,.96218586,1.706481,2.9007435,.061914988,.062233228,.12286334,.00013113799,.10069469,.25917417
1981m8,.73932409,2.3053408,.66744089,.79066753,1.3247967,2.6181579,.04899272,.12470455,.050642002,.1438477,-.024807703,.28608808,.88076591,1.1787653,.86132288,1.0200143,1.5060902,3.0135632,.058021281,.087017871,.065227449,.1852774,-.030054199,.30802473
1981m9,.79629421,2.0750046,.7150054,.70410967,1.062119,2.7659655,.10214593,.089400135,.087941609,.031409092,-.053879559,.34208184,.88889599,1.0918498,.92184544,.9073019,1.1708021,3.1838179,.059034746,.10313195,.11284675,.040304177,-.069072798,.40001118
1981m10,.7314682,2.0027518,.64840317,.73390007,1.0298252,2.6281357,.010837151,.093225352,.088362373,.031828843,.06382592,.16562127,.83503723,1.1652946,.83515644,.94559193,1.1430442,3.012979,.045985941,.10314542,.11346282,.040870223,.081956461,.20884582
1981m11,.69554448,1.8070221,.64694881,.72227716,1.0059834,2.6182532,.034737885,.052838661,-.00062349188,.096620202,.15679696,.19770305,.80475807,1.1063576,.83329678,.93063116,1.1167526,2.9392004,.051224913,.041483648,-.00080344168,.12450635,.20205109,.16367391
1981m12,.6506443,1.6770005,.64580441,.69634914,.86357594,2.6186585,.046726663,.03634965,-.00096494344,.095495775,.013172046,.11862519,.77841282,1.0954499,.83181858,.89708567,.96857548,2.9253244,.045011792,.061981346,-.00123975,.12269204,.016923338,.12330808
1982m1,.43544769,1.6462207,.62817335,.71511269,.74100494,2.6089907,.017680272,.10695074,.084329486,.018846733,.13331729,.23614976,.76490641,1.0510564,.80918074,.92132092,.82441568,2.8641462,.020507528,.068630345,.10874481,.024303295,.13565959,.25596741
1982m2,.35998821,1.2485623,.65777302,.63927174,.70958138,2.4290562,.032691143,.059151508,.055671196,-.0020925466,.051049266,.10640548,.70333481,1.0504484,.84729195,.82335472,.78378916,2.674818,.04214273,.095661871,.071766727,-.0026975388,.065808497,.11459865
1982m3,.27599335,.95392466,.55942535,.72250366,.72337389,2.3654222,-.027359882,-.033481091,.00018109367,.083164498,.10058426,.1319062,.69659948,1.0707736,.72082877,.9303093,.80133677,2.5425911,.028268201,.079914078,.00023255657,.10679805,.12916814,.090569839
1982m4,.37233829,.57866573,.49865246,.72225332,.63829422,2.4070144,.016504556,-.19813167,.03791061,0,.0029383432,.19616869,.6550312,.96725225,.64224005,.92998743,.69484711,2.6266932,.027631113,.087760635,.048574835,0,.0068845954,.22700474
1982m5,.36803484,.74778795,.60619116,.57482123,.70024729,2.3678541,.030007569,.2046739,.10711609,-.00030965495,.097177185,.15652949,.52781105,.98904371,.78014135,.73999166,.81244707,2.5244236,.028109126,.10762991,.13720541,-.00039663818,.12434185,.15059176
1982m6,.38796663,1.0375977,.6270051,.53540468,.74142218,2.3599267,.02594897,.37210926,.020454489,.035959475,.1155388,.15531257,.49726963,.97050667,.80667734,.68847537,.89894533,2.5115609,.029095652,.069981553,.026069511,.045830816,.1335396,.1979479
1982m7,.40228367,1.0089993,.67652464,.53550005,.72951317,2.3180723,.063148014,.099108219,.1442786,.00020327575,.073130928,.21475495,.50755739,.94356537,.86866617,.6886065,.89464188,2.5132895,.072176471,.035341654,.1845648,.00026003539,.096463911,.26051813
1982m8,.3387332,.81143379,.62531233,.47098398,.98540783,2.1141529,-.014496822,-.071933962,-.00032596121,.079235293,.23025383,.084573776,.42980909,.85792542,.80260038,.60473084,1.2149215,2.2896051,-.019686153,.0017693364,-.00041661173,.10127081,.28898025,.087123945
1982m9,.19185543,.76556206,.53707361,.49595833,1.0907769,1.9429564,-.044652157,.043652114,.00006216982,.056289695,.050732166,.17241746,.36418438,.83084106,.68925619,.63629746,1.3068795,2.0958185,-.0064838985,.076109953,.000079196281,.071705766,.022044269,.20803809
1982m10,.19347668,.76868534,.54908991,.49843788,1.1633754,1.9588828,.012522352,.096470878,.09998934,.03431445,.13613312,.18134116,.35400391,.84934235,.70359707,.639081,1.3718724,2.0434022,.035837188,.12162454,.12715535,.043637305,.14658314,.15681267
1982m11,.12148619,.74615479,.60706139,.42271614,1.1753082,1.8215418,-.037205618,.030708278,.05734368,.021016056,.16889261,.06142151,.29146671,.84604025,.77735186,.54112673,1.3387442,1.9573808,-.011259854,.038286,.072944656,.026733698,.16928944,.078131884
1982m12,-.031751394,.75354576,.60825348,.37903786,1.2141466,1.8145919,-.1065065,.043658789,.0002243981,.051986139,.052014507,.11121953,.2857089,.8366704,.77887774,.48412085,1.3728857,1.9473076,.039256848,.052615121,.00028472792,.065962709,.05112223,.11283064
1983m1,-.096285343,.76832771,.61485767,.36211014,1.3180375,1.6473889,-.046813495,.12179311,.091006517,.001972429,.23699544,.070152514,.31597614,.91860294,.78500509,.4622221,1.5371203,1.7636657,.050730497,.15021993,.11497997,.0024920176,.2994262,.073980398
1983m2,-.24992228,.77155828,.61612129,.3641963,1.3199687,1.662004,-.1211555,.062112708,.056934241,0,.052883029,.12109691,.28678179,.91272593,.7848978,.46491623,1.5234113,1.8015981,.012968887,.089639083,.071659453,0,.052063249,.15241683
1983m3,-.26645064,.91537237,.63232183,.28038025,1.1978865,1.6042948,-.043731734,.10976695,.016366506,-.00050709845,-.020764127,.074344434,.27840137,.87975264,.80524683,.3572464,1.3641715,1.7846465,.019919664,.047035694,.020578537,-.00063760363,-.028986545,.073638655
1983m4,-.25117993,1.3392448,.59576035,.40878057,1.1253953,1.5459538,.031773485,.22175485,.001396944,.12806618,-.069227129,.1375403,.25268793,.85850954,.75833797,.51921606,1.2449145,1.7313957,.0019404506,.066635504,.0017612933,.16146824,-.11171526,.17341337
1983m5,-.22217631,1.2598872,.51263571,.4180789,1.000452,1.4728665,.058994327,.12699215,.024391318,.0089762965,-.027357813,.083800197,.27600527,.72963238,.65125227,.5309701,1.0982156,1.6661525,.051398337,-.020778263,.030741261,.011313152,-.021875633,.085607901
1983m6,-.2066195,.92571974,.52558184,.39875507,1.0212541,1.4229178,.041546348,.039798968,.033386733,.016693031,.13627335,.10578343,.2974391,.70059299,.66716671,.50601959,1.1309862,1.6138673,.050494075,.041017462,.041958671,.020978916,.1662104,.14612255
1983m7,-.20843744,.90276003,.39395094,.44295788,1.2182355,1.2821913,.061332382,.076446459,.012971587,.04442196,.26970071,.075170174,.28620958,.75861216,.49837828,.5615592,1.3576269,1.4464974,.060954329,.093230985,.016297799,.055812765,.32271662,.094445512
1983m8,-.18030405,1.0189772,.3942728,.40396452,1.0852098,1.42169,.013660568,.043623302,0,.040369142,.097657941,.22375144,.31660795,.76838732,.49879551,.51083565,1.1981964,1.6587496,.010689871,.01138573,0,.050713558,.13003001,.29863742
1983m9,-.14039278,1.0005236,.39451122,.41053295,1.1639953,1.3874888,-.0047646412,.025547372,.00029590115,.062814273,.12919389,.1382914,.35924911,.67903996,.49908161,.51814318,1.3477802,1.5821099,.036096334,-.012778913,.00037207946,.078985505,.17092581,.13183397
1983m10,-.15307069,.9277463,.29439926,.40899515,.96634626,1.3815522,-.00020485045,.024063477,0,.032793354,-.06086788,.17603347,.34509897,.57120323,.37173033,.51558018,1.140964,1.5832186,.021709746,.014185015,0,.041084077,-.05951019,.15836306
1983m11,-.11049509,.90392828,.23702383,.44755936,.89631081,1.2834311,.0053942422,.0068897926,0,.059499424,.098931506,-.036401168,.41890144,.57749748,.29872656,.56326389,1.0951996,1.4241576,.062387384,.04449233,0,.074324846,.1235822,-.080249898
1983m12,.0037848949,.86975098,.23679733,.45439005,.81604719,1.1736631,.0078593716,.0094969003,0,.058865681,-.028299712,.0022200313,.39592981,.54210424,.29844046,.57065487,1.0088563,1.3066173,.01634172,.017364476,0,.073446542,-.035309467,-.0038393568
1984m1,.11931062,.89839697,.17882586,.46869516,.54244995,1.2886643,.068662524,.15031105,.033052191,.0162699,-.035598215,.18466681,.41662455,.36357641,.22485256,.58857203,.69078207,1.456368,.07143762,-.028005527,.041452564,.02040497,-.01728349,.22293876
1984m2,.25280714,.97932816,.12218952,.52727461,.83925724,1.2527585,.012220879,.14282387,.00029464613,.058390375,.34896821,.085347377,.39402246,.28959513,.15356541,.66167116,1.0640383,1.3983369,-.0095789768,.015748261,.00036743673,.072815374,.42409116,.094711527
1984m3,.27730465,.92158318,.18228292,.52778721,1.0647535,1.1885166,-.019252041,.052343182,.076460876,0,.20332544,.010308098,.34165382,.29091835,.22771358,.66231489,1.3345003,1.343441,-.032356855,.048355039,.094707258,0,.23928413,.018837053
1984m4,.31552315,.697577,.18088818,.51255226,1.1995196,1.1708498,.069962487,-.0014585989,0,.11286478,.063939989,.12006704,.42697191,.25742054,.22594929,.64167976,1.5290022,1.2826204,.087181978,.03315698,0,.14090663,.079826206,.11311612
1984m5,.2743721,.48813224,.15615225,.53914785,1.3015747,1.1605144,.017876256,-.082109399,-.00033083052,.035483278,.073420003,.073560141,.3983736,.26021004,.19477606,.6747365,1.6305327,1.2917161,.022818999,-.018011471,-.00041226586,.044217639,.078011617,.094675817
1984m6,.29740334,.39997101,.18420219,.52250624,1.2782335,1.0392785,.064561106,-.048134923,.061428424,.00010138974,.11298224,-.01495311,.36783218,.21623373,.22923946,.65379143,1.6048431,1.1425853,.019962674,-.0029463773,.076423384,.00012613944,.14056173,-.0022957679
1984m7,.15438795,.43110251,.27058125,.47880411,1.1471272,1.0536313,-.081585333,.10750027,.09929999,.00074240734,.14084283,.089268111,.28727055,.23325682,.33644438,.59887171,1.4537573,1.0854721,-.019546153,.11026038,.12342415,.00092276942,.1750595,.037382204
1984m8,.11634827,.50168037,.32209158,.43840408,1.1375546,.90793371,-.02436593,.11417273,.051473681,.00010174836,.088107765,.078036599,.3010869,.28748512,.40030479,.54807663,1.4285684,.85847378,.024511583,.065634698,.063828915,.00012617103,.10504001,.07174439
1984m9,.16493797,.48636198,.38917065,.3755331,.98075867,.81130862,.043826792,.010219767,.067312188,.00011866376,-.026972447,.041917693,.28576851,.35948753,.48347712,.46896935,1.2231827,.74885488,.020786922,.05913303,.083418041,.00014705653,-.033426169,.022459818
1984m10,.17223358,.52037239,.40842295,.37494898,1.0429025,.74596405,.0070633963,.057940722,.019230757,.032210581,.0012776629,.11107384,.25807619,.35706758,.50736666,.46781301,1.2917519,.72778463,-.0059488919,.011732117,.023840677,.039931975,.0092050079,.13770002
1984m11,.18543601,.49213171,.45641661,.31540394,.95530748,.86686611,.018593943,-.021304905,.04794642,0,.011752793,.084281497,.21868944,.33119917,.56680441,.3934145,1.1808157,.90749264,.023015067,.018650765,.05934675,0,.013308657,.09903165
1984m12,.17043352,.48897266,.50826073,.28265715,1.1137486,.93449354,-.0071160402,.0064079417,.051757082,.026168266,.12940043,.069561049,.2317071,.32242537,.6310463,.35231113,1.3880014,.99785328,.029340308,.008581765,.064112976,.032415375,.17069396,.086167246
1985m1,.11079311,.41843653,.50733089,.2814889,1.4196634,.84280968,.0090612601,.079901986,.032094315,.015078968,.26781648,.093268722,.17272234,.39613247,.62910318,.35048723,1.7385483,.88564157,.012476968,.045568913,.039526667,.018570932,.32983696,.11101018
1985m2,.22767782,.3472805,.50724745,.32738447,1.1685133,.81624985,.1290409,.071778938,.00020892937,.10420556,.099525541,.058891617,.29901266,.46126842,.6289959,.40662289,1.4349937,.8603096,.11663606,.080827713,.00025824222,.12880081,.12301618,.069468603
1985m3,.3002286,.38001537,.48046112,.32738447,1.0445237,.93089342,.053202238,.085042298,.049646683,0,.080024511,.12454998,.37096739,.43227673,.59564114,.40662289,1.2725234,.99557638,.039502349,.01941517,.061268028,0,.077905387,.15370476
1985m4,.28674006,.38963556,.5001545,.23542643,.98797083,.84176064,.05646769,.0081189359,.019638728,.021079991,.0078302668,.031183721,.26680231,.44751167,.6198287,.29135942,1.1869907,.92439651,-.016888998,.048347048,.024121307,.025891542,-.0048554693,.042086422
1985m5,.28963089,.39030313,.53062439,.32578707,1.0728002,.75386763,.020800015,-.081397437,.030055735,.12590784,.15818341,-.014136202,.26974678,.42008162,.65732002,.40186644,1.3048887,.80963373,.025779776,-.045346312,.036960267,.15483192,.19568254,-.019835224
1985m6,.21739006,.51894188,.50916672,.34772158,1.0526419,.81361532,-.0076116556,.080294788,.04006565,.022037074,.093077481,.044558004,.24257898,.50305128,.62990189,.42878389,1.2905598,.86681843,-.0071888929,.079825044,.049156841,.027037447,.12653096,.054668553
1985m7,.28996468,.42116642,.42583942,.39548874,1.0843754,.72910786,-.0090417191,.0098753674,.016128039,.048442513,.17173322,.0050918721,.24158955,.4011035,.52602291,.48741102,1.3274431,.84115267,-.020503208,.0084969336,.019795638,.059458584,.21078624,.011838555
1985m8,.35667419,.26136637,.45142174,.4181385,1.0204196,.8574605,.042264976,-.045489475,.076988801,.022711245,.024579016,.20604435,.25731325,.35089254,.5566597,.51517487,1.2758374,1.0224342,.040212382,.01550813,.094350629,.027832884,.053938951,.25250959
1985m9,.34601688,.24039745,.3988862,.44039488,1.0277748,.94476938,.033181552,-.01069548,.014781699,.022367148,-.019181171,.12906224,.29310584,.27997494,.49130917,.54240227,1.2777448,1.1487126,.056473009,-.011694193,.018078586,.027355878,-.030904159,.14837392
1985m10,.35398006,.27776957,.37974119,.46690702,.9124279,.93644857,.015013127,.095292501,.00012564524,.058688648,-.11331484,.10265017,.31738281,.33444166,.46755075,.57418346,1.1490464,1.1220455,.018338138,.066150017,.00015347237,.071686648,-.1184727,.11087213
1985m11,.40807724,.37020445,.41736364,.49700737,.85295439,.93550682,.072610848,.071001858,.085619375,.030053142,-.04743468,.08343108,.31107068,.35963058,.51283836,.61101913,1.0773063,1.1259437,.016717432,.043807678,.10469797,.036749896,-.058004562,.10306351
1985m12,.48581362,.41857958,.38141012,.51989555,.82041025,.92434883,.070532851,.054740608,.015776422,.048984557,.096951224,.05839546,.26391745,.3865242,.46809912,.63865185,1.0155916,1.1111617,-.017755125,.035417035,.019310186,.059956621,.10918577,.071475454
1986m1,.48652887,.4150033,.36485195,.56114197,.82812309,.86569786,.00977867,.076344728,.015593639,.056229457,.27547079,.034791969,.26448965,.41188002,.44769049,.68941116,1.0150552,1.0426998,.013064663,.070904113,.019177616,.069153003,.32921383,.042788386
1986m2,.20278692,.23299456,.40347576,.45596361,.85065365,.91497898,-.15426412,-.11004315,.038730294,-.00080271019,.12204654,.10807543,.14352798,.27946234,.49487352,.55936575,1.0296941,1.1054397,-.0042644758,-.051396392,.047316022,-.00098065496,.13765268,.13199452
